"","SAMPID","SMTS"
"14257","GTEX-U3ZN-0326-SM-3DB86","Thyroid"
"14258","GTEX-U3ZN-0426-SM-4DXSH","Blood Vessel"
"14259","GTEX-U3ZN-0526-SM-4DXTH","Blood Vessel"
"14260","GTEX-U3ZN-0626-SM-3DB7U","Lung"
"14261","GTEX-U3ZN-0726-SM-4DXT5","Uterus"
"14262","GTEX-U3ZN-0826-SM-4DXSZ","Adrenal Gland"
"14263","GTEX-U3ZN-0926-SM-4DXTU","Vagina"
"14264","GTEX-U3ZN-1026-SM-4DXTC","Ovary"
"14265","GTEX-U3ZN-1126-SM-4DXUL","Fallopian Tube"
"14266","GTEX-U3ZN-1226-SM-4DXUD","Bladder"
"14267","GTEX-U3ZN-1426-SM-3DB87","Heart"
"14268","GTEX-U3ZN-1626-SM-4DXTZ","Cervix Uteri"
"14269","GTEX-U3ZN-1726-SM-4DXUQ","Esophagus"
"14270","GTEX-U3ZN-1826-SM-4DXUY","Esophagus"
"14271","GTEX-U3ZN-1926-SM-4DXSG","Breast"
"14272","GTEX-U3ZN-2026-SM-4DXUC","Stomach"
"14273","GTEX-U3ZN-2126-SM-4DXU1","Colon"
"14274","GTEX-U3ZN-2226-SM-3DB88","Muscle"
"14275","GTEX-U3ZN-2326-SM-3DB7W","Skin"
"14276","GTEX-U3ZN-2526-SM-3DB7V","Blood Vessel"
"14277","GTEX-U3ZN-2626-SM-3DB7T","Adipose Tissue"
"14278","GTEX-U412-0008-SM-4DXTE","Skin"
"14279","GTEX-U412-0126-SM-EVR2X","Nerve"
"14280","GTEX-U412-0226-SM-3NMC8","Blood Vessel"
"14281","GTEX-U412-0326-SM-3DB9L","Muscle"
"14282","GTEX-U412-0426-SM-3DB9O","Skin"
"14283","GTEX-U412-0526-SM-3DB9I","Adipose Tissue"
"14284","GTEX-U412-0726-SM-EVR2Y","Thyroid"
"14285","GTEX-U412-0826-SM-3DB9K","Lung"
"14286","GTEX-U412-1726-SM-EZ6KX","Colon"
"14287","GTEX-U412-1826-SM-4DXTJ","Breast"
"14288","GTEX-U412-2026-SM-4DXSI","Prostate"
"14289","GTEX-U4B1-0006-SM-3DB8E","Blood"
"14290","GTEX-U4B1-0008-SM-4DXUW","Skin"
"14291","GTEX-U4B1-0126-SM-4DXSN","Adrenal Gland"
"14292","GTEX-U4B1-0226-SM-4DXU8","Blood Vessel"
"14293","GTEX-U4B1-0326-SM-3DB8K","Heart"
"14294","GTEX-U4B1-0526-SM-4DXTK","Spleen"
"14295","GTEX-U4B1-0626-SM-3DB8L","Thyroid"
"14296","GTEX-U4B1-0726-SM-4DXUA","Pancreas"
"14297","GTEX-U4B1-0826-SM-4DXTW","Esophagus"
"14298","GTEX-U4B1-0926-SM-4DXUV","Esophagus"
"14299","GTEX-U4B1-1026-SM-4DXT1","Stomach"
"14300","GTEX-U4B1-1126-SM-4DXV3","Colon"
"14301","GTEX-U4B1-1226-SM-4DXT7","Bladder"
"14302","GTEX-U4B1-1426-SM-4DXTX","Prostate"
"14303","GTEX-U4B1-1526-SM-4DXSL","Testis"
"14304","GTEX-U4B1-1626-SM-3DB8N","Muscle"
"14305","GTEX-U4B1-1726-SM-3DB9F","Adipose Tissue"
"14306","GTEX-U4B1-1826-SM-4DXSU","Skin"
"14307","GTEX-U4B1-1926-SM-3DB9E","Blood Vessel"
"14308","GTEX-U8T8-0005-SM-3DB8F","Blood"
"14309","GTEX-U8T8-0008-SM-4DXSP","Skin"
"14310","GTEX-U8T8-0126-SM-3DB94","Skin"
"14311","GTEX-U8T8-0326-SM-3DB93","Blood Vessel"
"14312","GTEX-U8T8-0426-SM-3DB8X","Nerve"
"14313","GTEX-U8T8-1126-SM-4DXUE","Testis"
"14314","GTEX-U8T8-1426-SM-3DB9H","Muscle"
"14315","GTEX-U8T8-2226-SM-3DB95","Lung"
"14316","GTEX-U8T8-2326-SM-3DB96","Thyroid"
"14317","GTEX-U8XE-0005-SM-3DB8I","Blood"
"14318","GTEX-U8XE-0008-SM-4E3K4","Skin"
"14319","GTEX-U8XE-0126-SM-4E3I3","Testis"
"14320","GTEX-U8XE-0226-SM-4E3J3","Skin"
"14321","GTEX-U8XE-0326-SM-3DB8P","Skin"
"14322","GTEX-U8XE-0426-SM-3DB91","Adipose Tissue"
"14323","GTEX-U8XE-0526-SM-3DB8R","Nerve"
"14324","GTEX-U8XE-0626-SM-3DB8U","Blood Vessel"
"14325","GTEX-U8XE-0726-SM-3DB8O","Muscle"
"14326","GTEX-U8XE-0826-SM-4E3J1","Breast"
"14327","GTEX-U8XE-0926-SM-3DB8V","Heart"
"14328","GTEX-U8XE-1026-SM-4E3HM","Blood Vessel"
"14329","GTEX-U8XE-1126-SM-3DB8W","Heart"
"14330","GTEX-U8XE-1226-SM-4E3HN","Blood Vessel"
"14331","GTEX-U8XE-1326-SM-4E3JK","Esophagus"
"14332","GTEX-U8XE-1426-SM-3DB8Q","Lung"
"14333","GTEX-U8XE-1526-SM-4E3HT","Liver"
"14334","GTEX-U8XE-1726-SM-4E3IF","Esophagus"
"14335","GTEX-U8XE-1826-SM-4E3HV","Esophagus"
"14336","GTEX-U8XE-1926-SM-3DB98","Adipose Tissue"
"14337","GTEX-U8XE-2026-SM-3DB8S","Pancreas"
"14338","GTEX-U8XE-2526-SM-4E3IT","Prostate"
"14339","GTEX-UJHI-0006-SM-3DB8H","Blood"
"14340","GTEX-UJHI-0008-SM-4IHL1","Skin"
"14341","GTEX-UJHI-0126-SM-4IHLP","Spleen"
"14342","GTEX-UJHI-0226-SM-4IHJL","Blood Vessel"
"14343","GTEX-UJHI-0326-SM-4IHJE","Blood Vessel"
"14344","GTEX-UJHI-0426-SM-3DB8Y","Heart"
"14345","GTEX-UJHI-0626-SM-3DB8T","Pancreas"
"14346","GTEX-UJHI-0726-SM-3DB92","Lung"
"14347","GTEX-UJHI-0826-SM-4IHLM","Esophagus"
"14348","GTEX-UJHI-0926-SM-4IHKF","Esophagus"
"14349","GTEX-UJHI-1026-SM-4IHJP","Stomach"
"14350","GTEX-UJHI-1126-SM-4IHLN","Colon"
"14351","GTEX-UJHI-1226-SM-4IHLR","Ovary"
"14352","GTEX-UJHI-1326-SM-4IHJO","Vagina"
"14353","GTEX-UJHI-1426-SM-3DB9C","Breast"
"14354","GTEX-UJHI-1526-SM-3DB99","Skin"
"14355","GTEX-UJHI-1626-SM-3DB9A","Adipose Tissue"
"14356","GTEX-UJHI-1726-SM-3DB9B","Muscle"
"14357","GTEX-UJHI-1926-SM-3DB8Z","Blood Vessel"
"14358","GTEX-UJMC-0005-SM-3GACU","Blood"
"14359","GTEX-UJMC-0008-SM-4IHKK","Skin"
"14360","GTEX-UJMC-0226-SM-4IHLH","Adrenal Gland"
"14361","GTEX-UJMC-0326-SM-3GAE2","Thyroid"
"14362","GTEX-UJMC-0426-SM-4IHJF","Blood Vessel"
"14363","GTEX-UJMC-0526-SM-3GAE3","Heart"
"14364","GTEX-UJMC-0626-SM-4IHJQ","Blood Vessel"
"14365","GTEX-UJMC-0726-SM-3GADX","Lung"
"14366","GTEX-UJMC-0926-SM-4IHLK","Esophagus"
"14367","GTEX-UJMC-1026-SM-4IHKN","Esophagus"
"14368","GTEX-UJMC-1126-SM-3GADP","Pancreas"
"14369","GTEX-UJMC-1226-SM-4IHLI","Stomach"
"14370","GTEX-UJMC-1326-SM-4IHLS","Colon"
"14371","GTEX-UJMC-1826-SM-3GADT","Muscle"
"14372","GTEX-UJMC-1926-SM-3GADS","Nerve"
"14373","GTEX-UJMC-2026-SM-3GADR","Blood Vessel"
"14374","GTEX-UPJH-0001-SM-3NMDE","Blood"
"14375","GTEX-UPJH-0006-SM-3GACW","Blood"
"14376","GTEX-UPJH-0126-SM-4IHLL","Testis"
"14377","GTEX-UPJH-0226-SM-3GADV","Skin"
"14378","GTEX-UPJH-0326-SM-3GADU","Skin"
"14379","GTEX-UPJH-0526-SM-4IHK8","Muscle"
"14380","GTEX-UPJH-0626-SM-4IHJN","Nerve"
"14381","GTEX-UPJH-0726-SM-4IHJW","Blood Vessel"
"14382","GTEX-UPJH-0826-SM-4WKFD","Lung"
"14383","GTEX-UPJH-0926-SM-4IHKA","Blood Vessel"
"14384","GTEX-UPJH-1026-SM-EAZB2","Esophagus"
"14385","GTEX-UPK5-0003-SM-3NMDI","Blood"
"14386","GTEX-UPK5-0006-SM-3GAD8","Blood"
"14387","GTEX-UPK5-0008-SM-4IHJD","Skin"
"14388","GTEX-UPK5-0126-SM-3GADM","Blood Vessel"
"14389","GTEX-UPK5-0226-SM-3GAEV","Heart"
"14390","GTEX-UPK5-0326-SM-CYPR4","Heart"
"14391","GTEX-UPK5-0426-SM-3GAEK","Skin"
"14392","GTEX-UPK5-1126-SM-3GAEJ","Lung"
"14393","GTEX-UPK5-1226-SM-4IHL8","Esophagus"
"14394","GTEX-UPK5-1326-SM-4IHLE","Esophagus"
"14395","GTEX-UPK5-1426-SM-4JBHH","Liver"
"14396","GTEX-UPK5-1526-SM-4JBJA","Blood Vessel"
"14397","GTEX-UPK5-1626-SM-4JBHI","Spleen"
"14398","GTEX-UPK5-1826-SM-3GAEB","Adipose Tissue"
"14399","GTEX-UPK5-2026-SM-4JBIM","Small Intestine"
"14400","GTEX-UPK5-2126-SM-4JBJK","Stomach"
"14401","GTEX-UPK5-2326-SM-3P5Z8","Breast"
"14402","GTEX-UTHO-0006-SM-3NMCC","Blood"
"14403","GTEX-UTHO-0008-SM-4JBID","Skin"
"14404","GTEX-UTHO-0011-R10A-SM-3GIJQ","Brain"
"14405","GTEX-UTHO-0011-R11A-SM-3GIJE","Brain"
"14406","GTEX-UTHO-0011-R1A-SM-3GIJO","Brain"
"14407","GTEX-UTHO-0011-R2A-SM-3GIKC","Brain"
"14408","GTEX-UTHO-0011-R3A-SM-3GIK8","Brain"
"14409","GTEX-UTHO-0011-R4A-SM-3GIJP","Brain"
"14410","GTEX-UTHO-0011-R5A-SM-3GIJD","Brain"
"14411","GTEX-UTHO-0011-R6A-SM-3GIJW","Brain"
"14412","GTEX-UTHO-0426-SM-CE6QU","Adipose Tissue"
"14413","GTEX-UTHO-0726-SM-3GAEN","Muscle"
"14414","GTEX-UTHO-1026-SM-3GAF7","Breast"
"14415","GTEX-UTHO-1226-SM-3GAEE","Heart"
"14416","GTEX-UTHO-1826-SM-3GAFE","Adipose Tissue"
"14417","GTEX-UTHO-2426-SM-4JBHD","Liver"
"14418","GTEX-UTHO-2726-SM-4JBH9","Prostate"
"14419","GTEX-UTHO-2926-SM-3P5Z9","Brain"
"14420","GTEX-UTHO-3026-SM-3GAFB","Brain"
"14421","GTEX-UTHO-3126-SM-3P5ZB","Pituitary"
"14422","GTEX-V1D1-0003-SM-3NMDP","Blood"
"14423","GTEX-V1D1-0006-SM-3NMCE","Blood"
"14424","GTEX-V1D1-0008-SM-4JBIJ","Skin"
"14425","GTEX-V1D1-0226-SM-4JBHG","Adrenal Gland"
"14426","GTEX-V1D1-0326-SM-4JBIY","Blood Vessel"
"14427","GTEX-V1D1-0526-SM-4JBGW","Heart"
"14428","GTEX-V1D1-0626-SM-4JBHN","Heart"
"14429","GTEX-V1D1-0726-SM-4JBH7","Pancreas"
"14430","GTEX-V1D1-0826-SM-3P5ZA","Lung"
"14431","GTEX-V1D1-0926-SM-4JBHQ","Thyroid"
"14432","GTEX-V1D1-1026-SM-4JBHE","Esophagus"
"14433","GTEX-V1D1-1126-SM-4JBHT","Esophagus"
"14434","GTEX-V1D1-1226-SM-4JBI5","Esophagus"
"14435","GTEX-V1D1-1726-SM-4JBHB","Stomach"
"14436","GTEX-V1D1-1926-SM-4JBGX","Prostate"
"14437","GTEX-V1D1-2026-SM-3GAF4","Skin"
"14438","GTEX-V1D1-2126-SM-4JBH4","Testis"
"14439","GTEX-V1D1-2226-SM-3NMAX","Skin"
"14440","GTEX-V1D1-2426-SM-3GAER","Muscle"
"14441","GTEX-V1D1-2626-SM-4JBJH","Blood Vessel"
"14442","GTEX-V955-0004-SM-3NMDH","Blood"
"14443","GTEX-V955-0005-SM-3P5ZC","Blood"
"14444","GTEX-V955-0126-SM-4JBH5","Adrenal Gland"
"14445","GTEX-V955-0326-SM-4JBGV","Pancreas"
"14446","GTEX-V955-0426-SM-3GAEL","Thyroid"
"14447","GTEX-V955-0726-SM-3GAFG","Heart"
"14448","GTEX-V955-0826-SM-CYPR5","Heart"
"14449","GTEX-V955-0926-SM-4JBJ8","Blood Vessel"
"14450","GTEX-V955-1026-SM-4JBHO","Esophagus"
"14451","GTEX-V955-1126-SM-4JBH3","Esophagus"
"14452","GTEX-V955-1226-SM-4JBI9","Esophagus"
"14453","GTEX-V955-1326-SM-4JBHR","Stomach"
"14454","GTEX-V955-1626-SM-4JBHJ","Colon"
"14455","GTEX-V955-1726-SM-4JBHF","Colon"
"14456","GTEX-V955-1826-SM-4JBIL","Prostate"
"14457","GTEX-V955-1926-SM-4KL1L","Testis"
"14458","GTEX-V955-2026-SM-3GAFA","Breast"
"14459","GTEX-V955-2426-SM-3GAEF","Muscle"
"14460","GTEX-V955-2526-SM-4JBJG","Nerve"
"14461","GTEX-V955-2626-SM-3NM9F","Blood Vessel"
"14462","GTEX-VJWN-0005-SM-3GIKF","Blood"
"14463","GTEX-VJWN-0126-SM-3GIK7","Skin"
"14464","GTEX-VJWN-0226-SM-EZ6LF","Adipose Tissue"
"14465","GTEX-VJWN-0426-SM-3GIJI","Muscle"
"14466","GTEX-VJWN-0626-SM-3NMAN","Blood Vessel"
"14467","GTEX-VJWN-0726-SM-3GIJ8","Breast"
"14468","GTEX-VJWN-1026-SM-4M1ZN","Heart"
"14469","GTEX-VJWN-1326-SM-EVR2Z","Lung"
"14470","GTEX-VJWN-2326-SM-EVYAP","Adipose Tissue"
"14471","GTEX-VJYA-0001-SM-3NMDJ","Blood"
"14472","GTEX-VJYA-0005-SM-3P5ZD","Blood"
"14473","GTEX-VJYA-0126-SM-4KL1P","Spleen"
"14474","GTEX-VJYA-0226-SM-4KL1Q","Blood Vessel"
"14475","GTEX-VJYA-0326-SM-3GAEX","Lung"
"14476","GTEX-VJYA-0426-SM-3GIJK","Thyroid"
"14477","GTEX-VJYA-0526-SM-4KL1R","Adrenal Gland"
"14478","GTEX-VJYA-0626-SM-4KL1S","Esophagus"
"14479","GTEX-VJYA-0726-SM-4KL1T","Esophagus"
"14480","GTEX-VJYA-0826-SM-4KL1M","Pancreas"
"14481","GTEX-VJYA-0926-SM-4KL1N","Small Intestine"
"14482","GTEX-VJYA-1026-SM-4KL21","Stomach"
"14483","GTEX-VJYA-1126-SM-3GIJU","Skin"
"14484","GTEX-VJYA-1226-SM-3GIJ6","Prostate"
"14485","GTEX-VJYA-1326-SM-3GIJC","Adipose Tissue"
"14486","GTEX-VJYA-1426-SM-4KL1Y","Testis"
"14487","GTEX-VJYA-1526-SM-3GIJV","Skin"
"14488","GTEX-VJYA-1626-SM-EXOHL","Adipose Tissue"
"14489","GTEX-VJYA-1726-SM-3NMDQ","Nerve"
"14490","GTEX-VJYA-1826-SM-4KL1W","Blood Vessel"
"14491","GTEX-VJYA-1926-SM-3GIJJ","Muscle"
"14492","GTEX-VJYA-2026-SM-4KL1K","Colon"
"14493","GTEX-VJYA-2126-SM-4KL1O","Colon"
"14494","GTEX-VUSG-0003-SM-3NMDK","Blood"
"14495","GTEX-VUSG-0006-SM-3GIK9","Blood"
"14496","GTEX-VUSG-0008-SM-4KL24","Skin"
"14497","GTEX-VUSG-0126-SM-4KL1X","Liver"
"14498","GTEX-VUSG-0326-SM-3GIJ7","Pancreas"
"14499","GTEX-VUSG-0426-SM-3GIKD","Thyroid"
"14500","GTEX-VUSG-0526-SM-4KL22","Blood Vessel"
"14501","GTEX-VUSG-0626-SM-4KL1Z","Blood Vessel"
"14502","GTEX-VUSG-0726-SM-3GIK1","Heart"
"14503","GTEX-VUSG-0926-SM-3GIK6","Lung"
"14504","GTEX-VUSG-1026-SM-4KKZN","Esophagus"
"14505","GTEX-VUSG-1126-SM-4KKZQ","Esophagus"
"14506","GTEX-VUSG-1226-SM-4KKZF","Esophagus"
"14507","GTEX-VUSG-1426-SM-3GIJN","Adipose Tissue"
"14508","GTEX-VUSG-1526-SM-4KKZH","Adrenal Gland"
"14509","GTEX-VUSG-1726-SM-4KKZL","Small Intestine"
"14510","GTEX-VUSG-2226-SM-4KKZO","Breast"
"14511","GTEX-VUSG-2326-SM-4KL1U","Skin"
"14512","GTEX-VUSG-2426-SM-4KKZG","Adipose Tissue"
"14513","GTEX-VUSG-2526-SM-4KL1V","Skin"
"14514","GTEX-VUSG-2626-SM-4KKZI","Muscle"
"14515","GTEX-VUSG-2726-SM-4KKZJ","Nerve"
"14516","GTEX-VUSG-2826-SM-4KKZM","Blood Vessel"
"14517","GTEX-VUSH-0004-SM-3P61T","Blood"
"14518","GTEX-VUSH-0005-SM-3NB2H","Blood"
"14519","GTEX-VUSH-0008-SM-47JWK","Skin"
"14520","GTEX-VUSH-0226-SM-EXUQV","Adipose Tissue"
"14521","GTEX-VUSH-0526-SM-3NB2J","Blood Vessel"
"14522","GTEX-W5WG-0002-SM-3NMDN","Blood"
"14523","GTEX-W5WG-0006-SM-3GIJT","Blood"
"14524","GTEX-W5WG-0008-SM-4KL25","Skin"
"14525","GTEX-W5WG-0626-SM-4SOID","Spleen"
"14526","GTEX-W5WG-0726-SM-EXUQZ","Blood Vessel"
"14527","GTEX-W5WG-0826-SM-4RGNE","Pancreas"
"14528","GTEX-W5WG-0926-SM-4RTX9","Ovary"
"14529","GTEX-W5WG-1026-SM-4LMIF","Vagina"
"14530","GTEX-W5WG-1126-SM-4LMK4","Adrenal Gland"
"14531","GTEX-W5WG-1326-SM-4LMI9","Uterus"
"14532","GTEX-W5WG-1426-SM-4KKZP","Thyroid"
"14533","GTEX-W5WG-1526-SM-4LMIG","Esophagus"
"14534","GTEX-W5WG-1626-SM-4LMKG","Esophagus"
"14535","GTEX-W5WG-1726-SM-4LMI5","Stomach"
"14536","GTEX-W5WG-1826-SM-4KL2Y","Skin"
"14537","GTEX-W5WG-1926-SM-4KKZK","Muscle"
"14538","GTEX-W5WG-2026-SM-4LMIB","Colon"
"14539","GTEX-W5WG-2226-SM-4LMI3","Blood Vessel"
"14540","GTEX-W5WG-2326-SM-3GIJH","Nerve"
"14541","GTEX-W5WG-2426-SM-4LMI6","Colon"
"14542","GTEX-W5WG-2526-SM-4SOJ2","Adipose Tissue"
"14543","GTEX-W5WG-2726-SM-4LMIC","Esophagus"
"14544","GTEX-W5X1-0001-SM-3P61V","Blood"
"14545","GTEX-W5X1-0006-SM-3GIJZ","Blood"
"14546","GTEX-W5X1-0008-SM-4LMKA","Skin"
"14547","GTEX-W5X1-0426-SM-3GILB","Thyroid"
"14548","GTEX-W5X1-0526-SM-3GILH","Lung"
"14549","GTEX-W5X1-0826-SM-3GILN","Heart"
"14550","GTEX-W5X1-1426-SM-3GIKH","Adipose Tissue"
"14551","GTEX-W5X1-2326-SM-3GIL6","Breast"
"14552","GTEX-W5X1-2526-SM-3GILC","Skin"
"14553","GTEX-W5X1-2626-SM-4LMI8","Adipose Tissue"
"14554","GTEX-W5X1-2826-SM-3GILM","Nerve"
"14555","GTEX-W5X1-3026-SM-EAZAX","Skin"
"14556","GTEX-WCDI-0002-SM-3P61U","Blood"
"14557","GTEX-WCDI-0005-SM-3NB2M","Blood"
"14558","GTEX-WCDI-0008-SM-47JYE","Skin"
"14559","GTEX-WCDI-0426-SM-4GIAL","Blood Vessel"
"14560","GTEX-WEY5-0001-SM-3P61Z","Blood"
"14561","GTEX-WEY5-0006-SM-3GIKG","Blood"
"14562","GTEX-WEY5-0008-SM-4LMKC","Skin"
"14563","GTEX-WEY5-0226-SM-3GIKN","Heart"
"14564","GTEX-WEY5-0326-SM-4LMI7","Blood Vessel"
"14565","GTEX-WEY5-0426-SM-3GIKT","Heart"
"14566","GTEX-WEY5-0526-SM-3GIKZ","Thyroid"
"14567","GTEX-WEY5-0626-SM-4LMIA","Ovary"
"14568","GTEX-WEY5-0726-SM-4LMID","Uterus"
"14569","GTEX-WEY5-0826-SM-4LMIH","Vagina"
"14570","GTEX-WEY5-0926-SM-4LMI4","Esophagus"
"14571","GTEX-WEY5-1026-SM-4LMK9","Esophagus"
"14572","GTEX-WEY5-1126-SM-4LMIE","Esophagus"
"14573","GTEX-WEY5-1226-SM-4LMIQ","Stomach"
"14574","GTEX-WEY5-1326-SM-3GILS","Adipose Tissue"
"14575","GTEX-WEY5-1426-SM-4LMJ3","Colon"
"14576","GTEX-WEY5-1526-SM-4LMJF","Small Intestine"
"14577","GTEX-WEY5-1926-SM-3GIL8","Adipose Tissue"
"14578","GTEX-WEY5-2026-SM-CYPRC","Muscle"
"14579","GTEX-WEY5-2126-SM-3GILK","Blood Vessel"
"14580","GTEX-WEY5-2226-SM-3GILQ","Nerve"
"14581","GTEX-WEY5-2326-SM-3GIKK","Skin"
"14582","GTEX-WFG7-0001-SM-3P61S","Blood"
"14583","GTEX-WFG7-0005-SM-3GIKM","Blood"
"14584","GTEX-WFG7-0008-SM-4LMKB","Skin"
"14585","GTEX-WFG7-0326-SM-DKPO8","Thyroid"
"14586","GTEX-WFG7-0426-SM-4LMK5","Pancreas"
"14587","GTEX-WFG7-0526-SM-3GIKI","Lung"
"14588","GTEX-WFG7-0626-SM-4LMK6","Blood Vessel"
"14589","GTEX-WFG7-0726-SM-3GIKO","Heart"
"14590","GTEX-WFG7-0826-SM-3GIKU","Heart"
"14591","GTEX-WFG7-0926-SM-4LMK7","Blood Vessel"
"14592","GTEX-WFG7-1026-SM-4LMK8","Esophagus"
"14593","GTEX-WFG7-1126-SM-4LMK3","Esophagus"
"14594","GTEX-WFG7-1226-SM-4LMK2","Esophagus"
"14595","GTEX-WFG7-1326-SM-4LMK1","Stomach"
"14596","GTEX-WFG7-1526-SM-4LVMG","Colon"
"14597","GTEX-WFG7-1626-SM-4LVMF","Colon"
"14598","GTEX-WFG7-1726-SM-4LVME","Small Intestine"
"14599","GTEX-WFG7-1826-SM-3GIL1","Prostate"
"14600","GTEX-WFG7-2026-SM-5SI7P","Skin"
"14601","GTEX-WFG7-2226-SM-3GIKP","Muscle"
"14602","GTEX-WFG7-2326-SM-3GIKV","Blood Vessel"
"14603","GTEX-WFG7-2426-SM-3GIL2","Nerve"
"14604","GTEX-WFG7-2526-SM-EWRM5","Adipose Tissue"
"14605","GTEX-WFG8-0001-SM-4LVN8","Blood"
"14606","GTEX-WFG8-0006-SM-3GIKS","Blood"
"14607","GTEX-WFG8-0008-SM-4LVN6","Skin"
"14608","GTEX-WFG8-0126-SM-4LVMH","Adrenal Gland"
"14609","GTEX-WFG8-0326-SM-4LVN4","Pancreas"
"14610","GTEX-WFG8-0426-SM-3GILD","Thyroid"
"14611","GTEX-WFG8-0626-SM-3GILJ","Heart"
"14612","GTEX-WFG8-0726-SM-3GILP","Heart"
"14613","GTEX-WFG8-0826-SM-4LVN5","Blood Vessel"
"14614","GTEX-WFG8-0926-SM-3GIKJ","Lung"
"14615","GTEX-WFG8-1026-SM-4LVMZ","Esophagus"
"14616","GTEX-WFG8-1126-SM-4LVN1","Esophagus"
"14617","GTEX-WFG8-1226-SM-4V6EI","Esophagus"
"14618","GTEX-WFG8-1326-SM-4LVN3","Stomach"
"14619","GTEX-WFG8-1626-SM-4LVMB","Small Intestine"
"14620","GTEX-WFG8-1726-SM-4LVM6","Colon"
"14621","GTEX-WFG8-1826-SM-4LVM4","Prostate"
"14622","GTEX-WFG8-1926-SM-4LVM1","Testis"
"14623","GTEX-WFG8-2026-SM-EXOHO","Breast"
"14624","GTEX-WFG8-2126-SM-3GIKQ","Skin"
"14625","GTEX-WFG8-2226-SM-3GIL9","Skin"
"14626","GTEX-WFG8-2326-SM-DIPDX","Adipose Tissue"
"14627","GTEX-WFG8-2426-SM-3GILL","Muscle"
"14628","GTEX-WFG8-2526-SM-3GILR","Nerve"
"14629","GTEX-WFJO-0002-SM-3P61X","Blood"
"14630","GTEX-WFJO-0005-SM-3GIKY","Blood"
"14631","GTEX-WFJO-0008-SM-4LVN7","Skin"
"14632","GTEX-WFJO-0226-SM-3GIKW","Thyroid"
"14633","GTEX-WFJO-0326-SM-3GIL3","Lung"
"14634","GTEX-WFJO-0426-SM-4LVM7","Esophagus"
"14635","GTEX-WFJO-0626-SM-4LVMC","Pancreas"
"14636","GTEX-WFJO-0726-SM-4LVM8","Esophagus"
"14637","GTEX-WFJO-0826-SM-4LVM5","Esophagus"
"14638","GTEX-WFJO-0926-SM-4LVM2","Small Intestine"
"14639","GTEX-WFJO-1026-SM-3GIKL","Adipose Tissue"
"14640","GTEX-WFJO-1126-SM-4LVLZ","Stomach"
"14641","GTEX-WFJO-1926-SM-3GILA","Adipose Tissue"
"14642","GTEX-WFJO-2026-SM-4LVM3","Salivary Gland"
"14643","GTEX-WFON-0001-SM-3P61W","Blood"
"14644","GTEX-WFON-0005-SM-3NMC9","Blood"
"14645","GTEX-WFON-0126-SM-4LVM9","Spleen"
"14646","GTEX-WFON-0226-SM-3GIKR","Heart"
"14647","GTEX-WFON-0326-SM-3GIKX","Heart"
"14648","GTEX-WFON-0426-SM-3GIL4","Lung"
"14649","GTEX-WFON-0526-SM-4LVLY","Blood Vessel"
"14650","GTEX-WFON-0626-SM-4LVLX","Pancreas"
"14651","GTEX-WFON-0826-SM-4LVMI","Esophagus"
"14652","GTEX-WFON-0926-SM-4LVMK","Esophagus"
"14653","GTEX-WFON-1026-SM-4LVMD","Esophagus"
"14654","GTEX-WFON-1126-SM-4LVMA","Stomach"
"14655","GTEX-WFON-1226-SM-3TW8F","Adipose Tissue"
"14656","GTEX-WFON-1326-SM-4LVMN","Colon"
"14657","GTEX-WFON-1426-SM-4LVMT","Colon"
"14658","GTEX-WFON-1526-SM-4LVMP","Small Intestine"
"14659","GTEX-WFON-1626-SM-4LVMV","Prostate"
"14660","GTEX-WFON-1726-SM-4LVMQ","Liver"
"14661","GTEX-WFON-1826-SM-3GILG","Breast"
"14662","GTEX-WFON-1926-SM-3LK7L","Skin"
"14663","GTEX-WFON-2026-SM-4LVMW","Testis"
"14664","GTEX-WFON-2126-SM-3LK7O","Skin"
"14665","GTEX-WFON-2226-SM-3TW8W","Adipose Tissue"
"14666","GTEX-WFON-2326-SM-3LK7M","Muscle"
"14667","GTEX-WFON-2526-SM-3LK7P","Blood Vessel"
"14668","GTEX-WH7G-0002-SM-4LVN9","Blood"
"14669","GTEX-WH7G-0005-SM-3NMBX","Blood"
"14670","GTEX-WH7G-0008-SM-4LVNM","Skin"
"14671","GTEX-WH7G-0326-SM-3NMBH","Heart"
"14672","GTEX-WH7G-0426-SM-3NMBJ","Heart"
"14673","GTEX-WH7G-0526-SM-3NMBI","Thyroid"
"14674","GTEX-WH7G-0626-SM-4LVMO","Blood Vessel"
"14675","GTEX-WH7G-0726-SM-3NMBM","Lung"
"14676","GTEX-WH7G-0826-SM-4LVMR","Pancreas"
"14677","GTEX-WH7G-0926-SM-4LVMJ","Esophagus"
"14678","GTEX-WH7G-1026-SM-4LVML","Esophagus"
"14679","GTEX-WH7G-1126-SM-3NMBK","Adipose Tissue"
"14680","GTEX-WH7G-1326-SM-4LVMS","Colon"
"14681","GTEX-WH7G-1426-SM-4LVMU","Colon"
"14682","GTEX-WH7G-1526-SM-4LVMX","Stomach"
"14683","GTEX-WH7G-1626-SM-4LVMY","Small Intestine"
"14684","GTEX-WH7G-1726-SM-4LVKY","Prostate"
"14685","GTEX-WH7G-1926-SM-4LVMM","Testis"
"14686","GTEX-WH7G-2026-SM-3NMBL","Skin"
"14687","GTEX-WH7G-2126-SM-4M1XU","Salivary Gland"
