"term","estimate","std.error","statistic","p.value","log2fc","colind","labtext","patient","t6820.ind","direction","patnum","protval","nudgeval","patval","sizeval","pointlab"
"s__Anaerotruncus-sp34452-sp34475",18969.0613443522,4060359.78879883,0.00467176859466532,0.996272481525788,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Aquabacterium-Chlorochromatium-sp48831-sp48870",-1236.10049393228,288028.939416728,-0.00429158436799941,0.996575821602307,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Aquabacterium-fontiphilum",-197.925735913762,435.704499118127,-0.454265990629812,0.649637391217597,-1.57959231908536,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"s__Atopobium-rimae",-4659.9647693878,1085837.85609168,-0.00429158436800195,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bacteroides-cellulosilyticus",-2720.7696618885,633977.903865771,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bacteroides-dorei",-375.970013158243,87606.3432333998,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bacteroides-faecis",-717.881177279271,167276.491785139,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bacteroides-fragilis",-2962.49637376539,517303.589844773,-0.00572680420534941,0.995430696317857,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bacteroides-ovatus-sp12288-thetaiotaomicron",-1437.02622987067,334847.484436116,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bacteroides-vulgatus",-1622.7254444663,378118.034114745,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Barnesiella-intestinihominis",-769.3033916744,179258.596757506,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Blastocatella-sp3046",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Blautia-hydrogenotrophica",-2000.56592785917,466160.223430709,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Brachybacterium-ginsengisoli",-5055.62297797508,1178031.82798189,-0.00429158436800129,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Bradyrhizobium-canariense-lupini",-4273.46020191906,995776.812354528,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Bradyrhizobium-sp43375",-1729.13447740669,402912.8473622,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Brevibacterium-senegalense",-1015.18533694279,236552.575899966,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Brevundimonas-nasdae-vesicularis",163.065636710294,95.2995461784208,1.71108513365846,0.0870653981080869,1.23744723293676,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Burkholderia-Burkholderia-Paraburkholderia-cenocepacia-cepacia-vietnamiensis",16697.8770527825,3574208.93556411,0.00467176859378175,0.996272481526493,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Capnocytophaga-gingivalis",4160.21693407608,890501.498476704,0.00467176859465432,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Caulobacter-crescentus-segnis-vibrioides",148.463734042485,176.290457743579,0.842154112835937,0.399701695107739,1.27057260797601,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Comamonas-testosteroni-thiooxydans",-52.2193039953746,197.713186004051,-0.264116445902119,0.791690191719517,-0.657719584476697,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"s__Corynebacterium-coyleae-pilbarense",12887.6285457848,2758618.7724667,0.00467176859463656,0.996272481525811,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Corynebacterium-falsenii",7142.54112175995,1528873.05461891,0.00467176859464,0.996272481525808,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Corynebacterium-mucifaciens-ureicelerivorans",1217.31193653576,260567.686873425,0.00467176859549392,0.996272481525127,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Corynebacterium-pilbarense",1423.36353686607,304673.381826387,0.00467176859472794,0.996272481525738,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Corynebacterium-pseudogenitalium-tuberculostearicum",101.703707858421,21769.8513526691,0.00467176859459592,0.996272481525844,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Dechloromonas-agitata",9.04662828038784,159.326362468525,0.0567804859172317,0.954720058837702,0.066387831888215,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"s__Delftia-lacustris-tsuruhatensis",629.900307894833,608.06996295552,1.03590104144136,0.300248311723964,1.7418626485576,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Dysgonomonas-sp13123",18742.5497641279,4011874.60040393,0.0046717685947215,0.996272481525743,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Enhydrobacter-Moraxella-aerosaccus-osloensis",97.2570054149637,108.77522907765,0.894109865266626,0.371263111472663,3.42005662270947,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Enterococcus-canintestini",-1082.57451348504,252255.209417948,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Enterococcus-faecalis",5957.32829016314,1301176.35082108,0.00457841728095034,0.996346964301052,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Enterococcus-gallinarum-saccharolyticus",-6312.80405154715,1470972.84131619,-0.0042915843680014,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Escherichia-coli",-87.0023594043224,142.18156779649,-0.611910254983628,0.540597136324095,-1.46792034868916,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"s__Escherichia-hermannii",9335.9198914306,1998369.5044557,0.0046717685946541,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Finegoldia-magna",-2874.05245974133,669694.968872233,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Flavonifractor-plautii",-2226.24160631644,492622.70973046,-0.00451916154562695,0.996394243048263,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Fusicatenibacter-saccharivorans",-1649.93742256343,384458.810798532,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Gemmobacter-nectariphilus",-902.910286024936,210390.897300559,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Hydrogenophaga-sp48996-sp49001",15011.2228046874,3213177.72928017,0.00467176859465232,0.996272481525799,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Janthinobacterium-agaricidamnosum-lividum",8109.75710949587,1735907.27905507,0.00467176859463967,0.996272481525809,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Kineosphaera-sp6431",1533.65434227465,328281.31599468,0.00467176859465099,0.9962724815258,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Kocuria-rhizophila",1060.52041700549,227006.195945198,0.00467176859464011,0.996272481525808,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Kocuria-rhizophila-salsicia",563.527483940902,120624.014765132,0.00467176859465466,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Lachnoclostridium-sp32433",-1630.84612192746,380010.267090947,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Lachnoclostridium-sp32444",-738.098653410516,171987.450349086,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Leptotrichia-shahii",3471.4622068863,743072.37980123,0.00467176859381439,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Limnobacter-sp48688",4898.55861980382,1048544.78996861,0.00467176859459714,0.996272481525843,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Marvinbryantia-sp32979-sp32983",2016.9634846717,431734.458468283,0.00467176859551013,0.996272481525114,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Marvinbryantia-sp32989",-4912.59563409874,1144704.42914456,-0.0042915843680014,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Massilia-aurea-timonae",-1248.21353653806,290851.450071634,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Massilia-consociata",-3292.97171583545,767309.094606242,-0.00429158436799879,0.996575821602307,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Massilia-suwonensis",5973.0811557595,1278548.16324974,0.00467176859460458,0.996272481525837,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Methylobacterium-organophilum",-1378.76840974077,321272.586418426,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Methyloversatilis-universalis",23713.2365242408,5075858.54133105,0.004671768594643,0.996272481525806,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Micrococcus-aloeverae",-1514.84003362554,352979.203885703,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Mycobacterium-mucogenicum-phocaicum",-1084.01396901644,252590.622964088,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Nocardioides-alpinus",13503.3996010857,2890425.61240756,0.00467176859460436,0.996272481525837,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Nocardiopsis-composta",35889.9889108825,7682313.06628551,0.00467176859380917,0.996272481526471,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Noviherbaspirillum-sp49445",282.24573486601,179.693934628876,1.57070262526633,0.11625173912252,0.973318339001653,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"s__Odoribacter-sp13171",-2050.83140343353,477872.791858583,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Oscillibacter-sp34643",10280.007438248,2200453.0468688,0.00467176859459748,0.996272481525842,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Parabacteroides-distasonis",-3992.21106922615,690155.534040041,-0.00578450924801905,0.995384655117859,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Paracoccus-yeei",3436.70094554133,735631.6726551,0.00467176859465188,0.996272481525799,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Pedobacter-duraquae",4463.30855171245,955378.774032878,0.00467176859380262,0.996272481526477,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Pelomonas-saccharophila",518.430585935701,542.672443493418,0.955328747850801,0.339411473970273,1.70510910562077,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Phreatobacter-oligotrophus",3060.58703848614,655123.852239336,0.00467176859463212,0.996272481525815,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Phyllobacterium-brassicacearum-myrsinacearum",21.3576541085325,10.9254468044046,1.95485406600691,0.0506002975339415,1.16738379848222,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Pinus-sp46807",-1444.28584027876,336539.076581804,-0.00429158436799743,0.996575821602308,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Pinus-wallichiana",-313.735872316594,73104.906117158,-0.00429158436800125,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Porphyromonas-endodontalis",-2897.79321793864,675226.902107467,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Prevotella-melaninogenica",-34201.0509011418,7969329.73196253,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Propionibacterium-acnes",43.8425889182317,93.7314528591923,0.467746819033031,0.639965655488362,0.827046004341937,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"s__Providencia-alcalifaciens-rettgeri-rustigianii",532.269527701397,627.881977257201,0.847722258292121,0.396592667362018,1.72375628510785,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Providencia-rettgeri-vermicola",-5947.79173879433,1385919.79762579,-0.00429158436800129,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Pseudomonas-aeruginosa",-1888.33549229757,340690.536056391,-0.00554267081837874,0.99557761117193,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Pseudomonas-azotoformans-fluorescens-synxantha",-2235.0543613252,424462.358034436,-0.00526561264861059,0.995798668379342,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Pseudomonas-benzenivorans-putida",755.734173221942,489.662614724947,1.54337731837349,0.122739253646133,2.10687194777953,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Pseudomonas-brenneri-fluorescens-proteolytica",-4135.28619832354,963580.310609006,-0.0042915843680014,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Pseudomonas-fluorescens-gessardii-libanensis",-6308.9625253601,1470077.71125288,-0.00429158436800139,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Pseudomonas-hunanensis-plecoglossicida-putida",6653.92366577652,1280523.48521327,0.00519625273773742,0.995854008824219,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Pseudomonas-japonica-putida",17790.131900921,3431907.10034053,0.00518374518329932,0.995863988274394,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Pseudomonas-lutea",3588.99889101459,768231.306482735,0.00467176859460003,0.99627248152584,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Pseudomonas-mendocina",5850.83093568811,1252380.29606355,0.004671768594634,0.996272481525813,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Pseudomonas-psychrophila",-49.1315739899938,226.18334834799,-0.217220119645605,0.828036805793054,-0.363516758756756,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"s__Pseudomonas-stutzeri",218.317689774161,219.386189757601,0.995129593231819,0.319673239303185,1.64316195619887,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Pseudoxanthomonas-mexicana",-145.368839544938,240.212442566651,-0.605167817252441,0.545067497101076,-0.930385741207268,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"s__Psychrobacter-alimentarius-aquaticus-vallis",-1642.61304922907,404883.587212694,-0.00405700082963889,0.996762990554664,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Rahnella-aquatilis",-5490.54806163956,1279375.5384555,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Ralstonia-pickettii",12.9548948845664,5.86312974777374,2.2095528227881,0.0271362125704406,1.11921549011076,"s","s__Ralstonia-pickettii","T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b","Ralstonia pickettii"
"s__Rhizobium-leguminosarum",-965.86530754327,225060.309834507,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Rhodopseudomonas-palustris",-1181.73615686638,275361.278151148,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Rhodopseudomonas-palustris-pseudopalustris",450.24632468185,313.296966186061,1.43712315558925,0.150683002781769,2.19433047865614,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Rhodovulum-marinum",9485.29460967992,2030343.41649971,0.00467176859471017,0.996272481525752,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Rothia-dentocariosa",3837.09328879647,821336.333715688,0.00467176859379596,0.996272481526482,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Saccharopolyspora-sp8124",7209.95996814837,1543304.17343315,0.00467176859381483,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Schlegelella-aquatica",5096.16156729468,1090842.03638145,0.00467176859465343,0.996272481525798,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Skermanella-aerolata-sp46220",-1157.44060112511,269700.069222731,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Sphingobacterium-mizutaii",-2151.32892679794,501290.139566732,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Sphingobacterium-multivorum",-6349.44206066521,1479510.01686168,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Sphingobium-limneticum",60.6235757277625,44.879266313192,1.35081476833195,0.17675477607341,0.758163725089209,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"s__Sphingobium-yanoikuyae",-102.619327936562,457.453773504938,-0.22432720829978,0.822502706475788,-0.467441698141276,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"s__Sphingomonas-aerolata-faeni-ginsenosidivorax",-4296.63718628338,1001177.37829403,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Sphingomonas-aquatilis-hunanensis-melonis",12917.0602417608,2563146.15914386,0.0050395332297692,0.995979051262257,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Sphingomonas-desiccabilis",6240.32540112335,1335752.24773351,0.0046717685945967,0.996272481525843,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Sphingomonas-hankookensis-panni",7463.84725121384,1597649.17717647,0.00467176859465776,0.996272481525794,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Sphingomonas-kyeonggiensis-leidyi",201.438753632894,101.229869723058,1.98991418426188,0.0466003895809657,1.49966139488949,"s","s__Sphingomonas-kyeonggiensis-leidyi","T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b","Sphingomonas kyeonggiensis leidyi"
"s__Sphingomonas-panni",93712.7488208431,20059373.0024193,0.00467176859463856,0.99627248152581,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Sphingomonas-sp47871",-1066.58712615508,248529.921515161,-0.0042915843680014,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Sphingopyxis-macrogoltabida",-1861.86646891684,433841.283139884,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Staphylococcus-capitis-caprae-epidermidis",103.05139259686,115.16533316621,0.89481261212637,0.370887267184373,3.75046387907352,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Staphylococcus-cohnii-nepalensis",-1103.84781178495,257212.189515698,-0.00429158436800129,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Staphylococcus-epidermidis-hominis",992.18562862751,212379.018462192,0.00467176859471239,0.996272481525751,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Staphylococcus-lugdunensis",18347.0500946417,3927217.22472221,0.00467176859460314,0.996272481525838,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Stenotrophomonas-maltophilia",62.821291497328,62.3061344901822,1.00826815868712,0.313325744689923,1.10910494055022,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Streptococcus-australis",2744.58756067103,587483.627459049,0.00467176859471261,0.996272481525751,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Streptococcus-mitis-pneumoniae",-1787.51137113985,416515.491217551,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Subdoligranulum-sp35590",-1943.37535623406,452834.009445106,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"s__Sugarcane-phytoplasma",3784.80083838669,810143.045911374,0.00467176859381539,0.996272481526466,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Tepidimonas-fonticaldi",-1875.26863088566,436964.176882715,-0.00429158436799958,0.996575821602307,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
